Company,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
AAPL,2020-01-02 00:00:00-05:00,72.44432131297307,73.51054599892377,72.18755093910036,73.44940948486328,135480400,0.0,0.0
AAPL,2020-01-03 00:00:00-05:00,72.66684083552656,73.50563180627397,72.50788743155528,72.73531341552734,146322800,0.0,0.0
AAPL,2020-01-06 00:00:00-05:00,71.84515665867161,73.35400098920888,71.59082678133392,73.31487274169922,118387200,0.0,0.0
AAPL,2020-01-07 00:00:00-05:00,73.32467236929364,73.58389053446648,72.74754738659237,72.97008514404297,108872000,0.0,0.0
AAPL,2020-01-08 00:00:00-05:00,72.66927853716804,74.44957283156613,72.66927853716804,74.14389038085938,132079200,0.0,0.0
AAPL,2020-01-09 00:00:00-05:00,75.13431198499089,75.91441433586866,74.87998951380355,75.71878051757812,170108400,0.0,0.0
AAPL,2020-01-10 00:00:00-05:00,75.95598580671374,76.46219779592327,75.38130123898442,75.88995361328125,140644800,0.0,0.0
AAPL,2020-01-13 00:00:00-05:00,76.21031256596359,77.53819544236191,76.09047996130823,77.51129150390625,121532000,0.0,0.0
AAPL,2020-01-14 00:00:00-05:00,77.44771740464869,77.66047122019106,76.33992437724254,76.46463775634766,161954400,0.0,0.0
AAPL,2020-01-15 00:00:00-05:00,76.261676116774,77.15426757713618,75.69921580563535,76.13695526123047,121923600,0.0,0.0
AAPL,2020-01-16 00:00:00-05:00,76.68718355331708,77.20317952304454,76.32036453270639,77.09068298339844,108829200,0.0,0.0
AAPL,2020-01-17 00:00:00-05:00,77.34256427118784,77.94659321733576,77.03199352364412,77.94415283203125,137816400,0.0,0.0
AAPL,2020-01-21 00:00:00-05:00,77.56754903285729,78.01506494471174,77.27653868570722,77.41593170166016,110843200,0.0,0.0
AAPL,2020-01-22 00:00:00-05:00,77.9074702365154,78.25228103119552,77.59689946793732,77.69227600097656,101832400,0.0,0.0
AAPL,2020-01-23 00:00:00-05:00,77.74608204510807,78.14713367886893,77.19095774570414,78.06643676757812,104472000,0.0,0.0
AAPL,2020-01-24 00:00:00-05:00,78.31585814043054,79.06905655250854,77.64824485978387,77.84143829345703,146537600,0.0,0.0
AAPL,2020-01-27 00:00:00-05:00,75.82392505732616,76.24209658851186,74.55717868714433,75.55248260498047,161940000,0.0,0.0
AAPL,2020-01-28 00:00:00-05:00,76.44506607719498,77.86342961341833,76.34480134133486,77.68980407714844,162234000,0.0,0.0
AAPL,2020-01-29 00:00:00-05:00,79.34294397684451,80.17439879299731,78.59218604813603,79.3160400390625,216229200,0.0,0.0
AAPL,2020-01-30 00:00:00-05:00,78.38676840273111,79.25490362311488,77.94902902072184,79.20110321044922,126743200,0.0,0.0
AAPL,2020-01-31 00:00:00-05:00,78.48214911831553,78.91010463537997,75.39109143579651,75.68943786621094,199588400,0.0,0.0
AAPL,2020-02-03 00:00:00-05:00,74.41534296853129,76.66272124980865,73.90669058484998,75.4815673828125,173788400,0.0,0.0
AAPL,2020-02-04 00:00:00-05:00,77.10778544339992,78.16667362111424,76.69695002494304,77.97348022460938,136616400,0.0,0.0
AAPL,2020-02-05 00:00:00-05:00,79.11551082983787,79.4187529124352,77.99794140038723,78.60930633544922,118826800,0.0,0.0
